Delivery_ID,Driver_ID,Timestamp,Order_Value_INR,OBD_Status,Customer_Claim_Filed,GPS_Distance_KM,Odometer_Distance_KM
DEL-10504,DRV-011,2026-09-02 09:53:00,23570,Refused,No,7.15,8.96
DEL-10415,DRV-013,2026-09-02 09:53:00,19753,N/A,Yes,16.29,16.77
DEL-10474,DRV-026,2026-09-02 09:53:00,22767,N/A,Yes,9.8,10.03
DEL-10869,DRV-006,2026-09-02 09:54:00,13274,Refused,Yes,13.44,13.71
DEL-10800,DRV-047,2026-09-02 09:54:00,9788,Accepted,Yes,13.57,13.95
DEL-10743,DRV-039,2026-09-02 09:54:00,20992,N/A,No,1.97,2.03
DEL-10930,DRV-023,2026-09-02 09:54:00,9183,Refused,Yes,3.97,4.05
DEL-10721,DRV-031,2026-09-02 09:54:00,6306,N/A,Yes,18.56,19.29
DEL-10607,DRV-007,2026-09-02 09:54:00,19441,N/A,Yes,16.75,17.03
DEL-10840,DRV-016,2026-09-02 09:55:00,7275,Accepted,Yes,17.58,18.34
DEL-10693,DRV-008,2026-09-02 09:55:00,2003,Accepted,Yes,2.8,2.9
DEL-10450,DRV-010,2026-09-02 09:55:00,21271,Accepted,No,8.22,8.41
DEL-10624,DRV-034,2026-09-02 09:55:00,22701,N/A,Yes,16.21,16.45
DEL-10540,DRV-041,2026-09-02 09:55:00,21793,N/A,Yes,15.5,15.85
DEL-10524,DRV-020,2026-09-02 09:55:00,4862,N/A,Yes,3.61,3.66
DEL-10410,DRV-049,2026-09-02 09:55:00,8396,Accepted,No,11.22,11.72
DEL-10675,DRV-003,2026-09-02 09:55:00,10029,Refused,No,6.67,6.85
DEL-10813,DRV-021,2026-09-02 09:55:00,3992,Accepted,No,8.77,9.09
DEL-10838,DRV-012,2026-09-02 09:56:00,12084,Accepted,No,10.05,10.22
DEL-10559,DRV-001,2026-09-02 09:56:00,12829,N/A,No,15.42,15.64
DEL-10614,DRV-024,2026-09-02 09:56:00,3371,Refused,No,1.07,1.09
DEL-10516,DRV-011,2026-09-02 09:56:00,15886,Refused,Yes,9.38,9.85
DEL-10481,DRV-026,2026-09-02 09:57:00,6607,N/A,No,12.97,13.3
DEL-10548,DRV-037,2026-09-02 09:57:00,5654,Refused,Yes,4.17,4.36
DEL-10618,DRV-025,2026-09-02 09:57:00,15107,Accepted,No,8.02,8.24
DEL-10498,DRV-049,2026-09-02 09:57:00,24059,Refused,Yes,1.79,1.88
DEL-10545,DRV-009,2026-09-02 09:57:00,9306,N/A,Yes,15.25,15.87
DEL-10609,DRV-007,2026-09-02 09:57:00,6074,Refused,Yes,2.41,2.5
DEL-10787,DRV-015,2026-09-02 09:57:00,7275,N/A,No,1.81,1.86
DEL-10703,DRV-043,2026-09-02 09:58:00,17509,N/A,Yes,17.59,18.07
DEL-10814,DRV-017,2026-09-02 09:58:00,18067,Refused,No,5.96,6.17
DEL-10773,DRV-005,2026-09-02 09:58:00,10913,Refused,No,18.1,18.52
DEL-10649,DRV-001,2026-09-02 09:58:00,20434,Refused,No,5.25,5.39
DEL-10629,DRV-034,2026-09-02 09:58:00,905,N/A,No,9.7,9.84
DEL-10688,DRV-032,2026-09-02 09:59:00,23051,Refused,No,18.3,18.65
DEL-10669,DRV-018,2026-09-02 09:59:00,6024,N/A,Yes,4.98,5.13
DEL-10368,DRV-036,2026-09-02 09:59:00,5675,Refused,No,19.58,20.15
DEL-10667,DRV-030,2026-09-02 10:00:00,23951,Accepted,Yes,3.72,3.83
DEL-10775,DRV-028,2026-09-02 10:00:00,10763,Accepted,Yes,4.2,4.36
DEL-10724,DRV-022,2026-09-02 10:01:00,15338,Accepted,Yes,19.44,19.96
DEL-10791,DRV-005,2026-09-02 10:01:00,12831,Accepted,No,10.82,11.08
DEL-10673,DRV-001,2026-09-02 10:01:00,8653,Accepted,No,12.91,13.2
DEL-10636,DRV-045,2026-09-02 10:01:00,7969,Accepted,No,14.01,14.7
DEL-10553,DRV-037,2026-09-02 10:01:00,16950,N/A,Yes,8.08,8.22
DEL-10701,DRV-032,2026-09-02 10:01:00,13976,Refused,Yes,3.15,3.19
DEL-10613,DRV-020,2026-09-02 10:01:00,2126,Refused,No,5.51,5.6
DEL-10854,DRV-012,2026-09-02 10:01:00,4906,N/A,No,9.01,9.38
DEL-10446,DRV-050,2026-09-02 10:01:00,20016,Refused,No,12.66,16.17
DEL-10502,DRV-040,2026-09-02 10:02:00,5938,N/A,Yes,13.02,13.56
DEL-10829,DRV-047,2026-09-02 10:02:00,19601,Refused,No,16.77,17.58
DEL-10413,DRV-042,2026-09-02 10:02:00,15238,Refused,Yes,2.5,2.58
DEL-10831,DRV-017,2026-09-02 10:02:00,17088,Accepted,Yes,4.33,4.46
DEL-10650,DRV-025,2026-09-02 10:03:00,15540,Refused,Yes,17.18,17.67
DEL-10783,DRV-033,2026-09-02 10:03:00,13501,Refused,Yes,10.7,11.09
DEL-10789,DRV-034,2026-09-02 10:03:00,9461,N/A,No,13.04,13.47
DEL-10996,DRV-038,2026-09-02 10:03:00,15368,Refused,No,13.53,13.71
DEL-10725,DRV-045,2026-09-02 10:04:00,17286,Refused,No,17.84,18.53
DEL-10821,DRV-028,2026-09-02 10:04:00,9120,Accepted,No,2.67,2.71
DEL-10515,DRV-044,2026-09-02 10:04:00,2005,Accepted,No,15.48,15.64
DEL-10832,DRV-022,2026-09-02 10:04:00,17319,Refused,No,18.99,19.71
DEL-10812,DRV-008,2026-09-02 10:04:00,18593,Refused,Yes,10.88,11.29
DEL-10861,DRV-019,2026-09-02 10:04:00,5246,Accepted,No,9.81,10.07
DEL-10398,DRV-035,2026-09-02 10:04:00,4672,N/A,Yes,8.47,8.84
DEL-10684,DRV-018,2026-09-02 10:04:00,23461,Accepted,No,12.83,13.38
DEL-10606,DRV-011,2026-09-02 10:05:00,16657,Refused,No,17.81,18.38
DEL-10895,DRV-004,2026-09-02 10:05:00,7636,Accepted,Yes,17.41,18.02
DEL-10423,DRV-013,2026-09-02 10:05:00,12946,N/A,Yes,7.27,7.49
DEL-10602,DRV-048,2026-09-02 10:06:00,11864,Refused,Yes,2.48,2.57
DEL-10535,DRV-050,2026-09-02 10:06:00,19746,Accepted,Yes,2.39,3.15
DEL-10484,DRV-035,2026-09-02 10:06:00,11181,Accepted,No,4.55,4.62
DEL-10881,DRV-006,2026-09-02 10:06:00,19935,Refused,Yes,9.02,9.21
DEL-10734,DRV-029,2026-09-02 10:06:00,22635,N/A,Yes,2.95,3.07
DEL-10615,DRV-002,2026-09-02 10:06:00,21412,Refused,Yes,4.93,5.07
DEL-10627,DRV-041,2026-09-02 10:06:00,19998,Refused,No,3.81,3.99
DEL-10564,DRV-009,2026-09-02 10:07:00,9052,Refused,No,5.5,5.71
DEL-10424,DRV-042,2026-09-02 10:07:00,11561,Refused,No,18.93,19.85
DEL-10561,DRV-010,2026-09-02 10:07:00,3548,Accepted,Yes,14.52,15.19
DEL-10696,DRV-030,2026-09-02 10:08:00,13139,N/A,No,6.16,6.42
DEL-10574,DRV-026,2026-09-02 10:08:00,21153,N/A,Yes,8.07,8.34
DEL-10762,DRV-020,2026-09-02 10:08:00,9724,Refused,No,12.52,12.84
DEL-10852,DRV-047,2026-09-02 10:08:00,8226,N/A,No,6.13,6.4
DEL-10412,DRV-036,2026-09-02 10:08:00,13227,Accepted,No,11.07,11.27
DEL-10549,DRV-044,2026-09-02 10:08:00,7984,N/A,Yes,14.73,14.9
DEL-10950,DRV-008,2026-09-02 10:08:00,15939,Accepted,No,6.8,6.92
DEL-10716,DRV-003,2026-09-02 10:08:00,16635,Accepted,No,18.04,18.3
DEL-10865,DRV-012,2026-09-02 10:08:00,4597,N/A,Yes,17.23,17.86
DEL-10796,DRV-031,2026-09-02 10:09:00,5783,N/A,No,5.0,5.05
DEL-10612,DRV-007,2026-09-02 10:09:00,6725,Refused,No,7.29,7.56
DEL-10635,DRV-024,2026-09-02 10:09:00,10430,Refused,No,1.38,1.44
DEL-10556,DRV-013,2026-09-02 10:09:00,10458,N/A,Yes,6.54,6.73
DEL-10778,DRV-039,2026-09-02 10:09:00,9695,Accepted,Yes,2.56,2.61
DEL-10914,DRV-015,2026-09-02 10:09:00,2822,Accepted,Yes,12.51,12.96
DEL-10625,DRV-049,2026-09-02 10:09:00,5977,Accepted,Yes,9.53,9.67
DEL-10849,DRV-016,2026-09-02 10:09:00,20589,Refused,No,6.12,6.23
DEL-10863,DRV-021,2026-09-02 10:10:00,10047,N/A,No,7.02,7.26
DEL-10677,DRV-011,2026-09-02 10:10:00,13718,Accepted,Yes,19.01,24.29
DEL-10601,DRV-040,2026-09-02 10:10:00,19031,Accepted,No,5.2,5.28
DEL-10763,DRV-043,2026-09-02 10:10:00,5622,N/A,Yes,1.59,1.61
DEL-10915,DRV-006,2026-09-02 10:11:00,21436,Accepted,No,9.89,10.21
DEL-10723,DRV-025,2026-09-02 10:11:00,20455,N/A,Yes,8.95,9.14
DEL-10681,DRV-002,2026-09-02 10:12:00,4294,Refused,No,1.92,1.97
DEL-10917,DRV-047,2026-09-02 10:12:00,10458,Accepted,Yes,2.34,2.45
DEL-10860,DRV-033,2026-09-02 10:12:00,24634,Refused,Yes,10.26,10.52
DEL-10707,DRV-032,2026-09-02 10:12:00,11342,Refused,Yes,7.09,7.3
DEL-10742,DRV-030,2026-09-02 10:12:00,5572,Accepted,Yes,14.48,18.54
DEL-10928,DRV-015,2026-09-02 10:12:00,10818,Accepted,No,5.08,5.32
DEL-10555,DRV-050,2026-09-02 10:12:00,11224,Accepted,No,17.05,17.23
DEL-10828,DRV-034,2026-09-02 10:12:00,23556,Accepted,Yes,1.29,1.33
DEL-10631,DRV-037,2026-09-02 10:13:00,9874,N/A,No,15.81,16.52
DEL-10988,DRV-006,2026-09-02 10:13:00,23166,N/A,Yes,5.75,5.97
DEL-10870,DRV-019,2026-09-02 10:13:00,4642,Accepted,Yes,9.42,9.52
DEL-10728,DRV-045,2026-09-02 10:13:00,23776,Accepted,No,13.1,17.16
DEL-10573,DRV-009,2026-09-02 10:13:00,2520,Accepted,Yes,3.31,4.08
DEL-10639,DRV-024,2026-09-02 10:14:00,17384,Accepted,Yes,16.6,16.97
DEL-10804,DRV-025,2026-09-02 10:14:00,1042,Accepted,No,3.51,3.66
DEL-10896,DRV-021,2026-09-02 10:14:00,9547,N/A,Yes,1.29,1.32
DEL-10569,DRV-044,2026-09-02 10:14:00,23591,N/A,Yes,6.78,6.91
DEL-10566,DRV-013,2026-09-02 10:14:00,19659,Accepted,Yes,3.59,3.64
DEL-10689,DRV-001,2026-09-02 10:15:00,4118,N/A,No,13.76,13.98
DEL-10496,DRV-035,2026-09-02 10:15:00,15485,N/A,No,6.48,6.69
DEL-10897,DRV-016,2026-09-02 10:15:00,1876,N/A,No,1.17,1.21
DEL-10837,DRV-017,2026-09-02 10:15:00,3547,Refused,No,5.72,5.79
DEL-10855,DRV-020,2026-09-02 10:16:00,19106,Accepted,No,5.77,5.85
DEL-10805,DRV-039,2026-09-02 10:16:00,16093,N/A,Yes,2.83,2.96
DEL-10939,DRV-019,2026-09-02 10:16:00,5350,Accepted,No,15.94,16.15
DEL-10653,DRV-007,2026-09-02 10:16:00,11519,Refused,No,10.15,10.6
DEL-10903,DRV-029,2026-09-02 10:17:00,18284,N/A,No,11.62,11.82
DEL-10630,DRV-010,2026-09-02 10:17:00,19765,N/A,Yes,3.82,4.0
DEL-10830,DRV-018,2026-09-02 10:17:00,6874,Refused,No,5.3,5.47
DEL-10883,DRV-012,2026-09-02 10:17:00,4116,N/A,No,3.6,3.72
DEL-10425,DRV-042,2026-09-02 10:17:00,15600,Accepted,No,15.05,15.3
DEL-10694,DRV-011,2026-09-02 10:17:00,14843,N/A,No,7.24,7.57
DEL-11000,DRV-004,2026-09-02 10:17:00,6340,Accepted,No,3.07,3.18
DEL-10977,DRV-015,2026-09-02 10:18:00,7146,Accepted,Yes,15.1,15.36
DEL-10801,DRV-031,2026-09-02 10:18:00,6089,Accepted,No,17.48,18.07
DEL-10733,DRV-045,2026-09-02 10:18:00,7184,N/A,Yes,15.9,16.29
DEL-10643,DRV-041,2026-09-02 10:18:00,22820,Accepted,Yes,18.54,19.0
DEL-10777,DRV-030,2026-09-02 10:18:00,10509,Refused,Yes,9.46,9.62
DEL-10857,DRV-022,2026-09-02 10:18:00,12306,N/A,No,5.94,6.08
DEL-10807,DRV-039,2026-09-02 10:18:00,539,N/A,No,11.25,11.6
DEL-10642,DRV-024,2026-09-02 10:18:00,9477,Refused,No,14.39,14.82
DEL-10680,DRV-040,2026-09-02 10:19:00,2071,N/A,Yes,1.92,1.99
DEL-10422,DRV-036,2026-09-02 10:19:00,19477,N/A,No,18.76,19.17
DEL-10946,DRV-002,2026-09-02 10:19:00,6046,Refused,No,15.62,16.17
DEL-10850,DRV-028,2026-09-02 10:19:00,23460,Refused,No,5.0,5.22
DEL-10661,DRV-048,2026-09-02 10:20:00,18818,Accepted,No,5.91,6.12
DEL-10931,DRV-020,2026-09-02 10:20:00,13600,N/A,Yes,2.75,2.86
DEL-10647,DRV-044,2026-09-02 10:20:00,21851,Refused,Yes,4.93,5.15
DEL-10989,DRV-008,2026-09-02 10:20:00,23641,Refused,No,2.73,2.77
DEL-10923,DRV-021,2026-09-02 10:20:00,11138,Refused,No,11.45,11.91
DEL-10720,DRV-001,2026-09-02 10:21:00,2091,N/A,No,11.08,11.56
DEL-10757,DRV-003,2026-09-02 10:21:00,2278,Accepted,No,2.66,2.75
DEL-10655,DRV-049,2026-09-02 10:21:00,2360,N/A,No,5.57,5.77
DEL-10710,DRV-032,2026-09-02 10:21:00,1082,Accepted,No,15.16,15.56
DEL-10658,DRV-037,2026-09-02 10:22:00,11744,N/A,Yes,16.5,17.12
DEL-10671,DRV-026,2026-09-02 10:22:00,16143,Refused,Yes,9.15,9.26
DEL-10674,DRV-007,2026-09-02 10:23:00,19789,Refused,Yes,8.29,8.39
DEL-10480,DRV-036,2026-09-02 10:23:00,18845,Refused,No,4.04,4.12
DEL-10678,DRV-009,2026-09-02 10:24:00,1218,N/A,Yes,5.01,5.08
DEL-10670,DRV-049,2026-09-02 10:24:00,4740,N/A,No,15.82,16.38
DEL-10472,DRV-042,2026-09-02 10:24:00,13594,Refused,No,13.87,17.7
DEL-10911,DRV-034,2026-09-02 10:24:00,1934,Accepted,Yes,13.52,14.13
DEL-10538,DRV-035,2026-09-02 10:24:00,5503,Refused,Yes,11.22,11.47
DEL-10833,DRV-025,2026-09-02 10:25:00,8471,Refused,No,11.7,12.14
DEL-10717,DRV-040,2026-09-02 10:25:00,4456,Refused,Yes,4.72,4.85
DEL-10932,DRV-047,2026-09-02 10:25:00,16311,Accepted,No,7.17,7.48
DEL-10906,DRV-029,2026-09-02 10:25:00,9129,N/A,No,6.62,6.81
DEL-10774,DRV-043,2026-09-02 10:25:00,19642,Accepted,No,6.81,7.1
DEL-10924,DRV-028,2026-09-02 10:25:00,11098,N/A,Yes,16.7,17.24
DEL-10585,DRV-050,2026-09-02 10:25:00,15956,N/A,No,6.34,6.6
DEL-10922,DRV-033,2026-09-02 10:25:00,5683,N/A,No,7.41,7.76
DEL-10984,DRV-019,2026-09-02 10:25:00,2287,N/A,Yes,12.65,13.01
DEL-10706,DRV-011,2026-09-02 10:26:00,15877,Refused,Yes,10.61,10.75
DEL-10876,DRV-017,2026-09-02 10:26:00,845,Accepted,Yes,3.96,4.05
DEL-10979,DRV-016,2026-09-02 10:26:00,1870,N/A,No,9.12,9.47
DEL-10935,DRV-028,2026-09-02 10:27:00,4449,Accepted,Yes,8.91,9.23
DEL-10590,DRV-013,2026-09-02 10:27:00,16629,N/A,No,16.9,19.86
DEL-10766,DRV-001,2026-09-02 10:28:00,13413,N/A,Yes,11.88,12.14
DEL-10929,DRV-033,2026-09-02 10:28:00,19230,Accepted,Yes,11.57,11.7
DEL-10902,DRV-025,2026-09-02 10:28:00,4914,Refused,Yes,7.81,8.04
DEL-10962,DRV-002,2026-09-02 10:29:00,9681,Accepted,Yes,18.94,19.39
DEL-10818,DRV-045,2026-09-02 10:29:00,3785,Accepted,No,19.04,19.83
DEL-10784,DRV-040,2026-09-02 10:29:00,17347,Accepted,No,14.0,14.23
DEL-10641,DRV-013,2026-09-02 10:29:00,8675,Accepted,No,16.9,17.1
DEL-10651,DRV-044,2026-09-02 10:29:00,20934,Refused,Yes,10.89,11.0
DEL-10709,DRV-037,2026-09-02 10:29:00,16833,Refused,No,9.51,9.65
DEL-10823,DRV-039,2026-09-02 10:30:00,23316,Refused,Yes,2.09,2.15
DEL-10842,DRV-043,2026-09-02 10:30:00,717,N/A,Yes,10.36,10.82
DEL-10904,DRV-012,2026-09-02 10:30:00,11106,N/A,No,11.33,11.57
DEL-10714,DRV-024,2026-09-02 10:30:00,4236,Accepted,Yes,14.6,14.75
DEL-10685,DRV-007,2026-09-02 10:31:00,20740,Accepted,No,10.72,10.88
DEL-10748,DRV-049,2026-09-02 10:31:00,788,Accepted,No,19.64,20.19
DEL-10851,DRV-018,2026-09-02 10:31:00,19223,Accepted,Yes,9.56,9.97
DEL-10948,DRV-047,2026-09-02 10:32:00,4182,N/A,Yes,17.2,17.54
DEL-10786,DRV-003,2026-09-02 10:32:00,16479,Accepted,Yes,5.16,5.27
DEL-10809,DRV-031,2026-09-02 10:32:00,12992,Refused,Yes,16.0,16.43
DEL-10666,DRV-010,2026-09-02 10:32:00,7063,Refused,No,3.61,3.79
DEL-10941,DRV-033,2026-09-02 10:32:00,23367,Accepted,Yes,9.26,9.53
DEL-10659,DRV-041,2026-09-02 10:33:00,22515,Refused,No,15.91,16.61
DEL-10600,DRV-050,2026-09-02 10:33:00,1561,Accepted,No,19.34,20.25
DEL-10788,DRV-030,2026-09-02 10:33:00,1807,N/A,No,17.75,18.0
DEL-10967,DRV-020,2026-09-02 10:33:00,17664,Accepted,No,14.08,14.78
DEL-10944,DRV-021,2026-09-02 10:34:00,19374,Accepted,Yes,14.01,14.53
DEL-10582,DRV-035,2026-09-02 10:34:00,13033,N/A,No,16.1,16.57
DEL-10945,DRV-028,2026-09-02 10:34:00,6741,Refused,No,7.94,9.38
DEL-10610,DRV-036,2026-09-02 10:34:00,3550,Refused,No,18.89,19.61
DEL-10767,DRV-048,2026-09-02 10:34:00,24287,Refused,Yes,15.09,15.49
DEL-10746,DRV-026,2026-09-02 10:34:00,7748,Accepted,No,2.75,2.81
DEL-10887,DRV-001,2026-09-02 10:35:00,11703,Refused,No,10.38,13.5
DEL-10682,DRV-036,2026-09-02 10:36:00,23498,Accepted,Yes,5.8,6.02
DEL-10576,DRV-042,2026-09-02 10:36:00,4720,Accepted,No,9.43,9.57
DEL-10888,DRV-032,2026-09-02 10:36:00,15694,N/A,Yes,19.96,26.49
DEL-10825,DRV-039,2026-09-02 10:36:00,23386,Accepted,Yes,10.7,11.1
DEL-10648,DRV-050,2026-09-02 10:36:00,16035,Accepted,Yes,13.96,14.44
DEL-10731,DRV-010,2026-09-02 10:36:00,2354,Accepted,No,2.01,2.09
DEL-10722,DRV-009,2026-09-02 10:37:00,22045,N/A,No,2.97,3.06
DEL-10839,DRV-048,2026-09-02 10:37:00,6731,Refused,Yes,13.98,14.25
DEL-10926,DRV-029,2026-09-02 10:37:00,13511,Accepted,Yes,9.5,9.97
DEL-10873,DRV-045,2026-09-02 10:37:00,19860,N/A,No,11.25,11.65
DEL-10919,DRV-034,2026-09-02 10:37:00,19178,N/A,Yes,13.48,13.92
DEL-10665,DRV-013,2026-09-02 10:38:00,22805,Refused,No,10.51,10.79
DEL-10668,DRV-041,2026-09-02 10:39:00,10769,N/A,Yes,19.75,19.95
DEL-10841,DRV-040,2026-09-02 10:39:00,3995,Accepted,Yes,7.76,8.05
DEL-10913,DRV-025,2026-09-02 10:40:00,17730,N/A,No,13.5,13.66
DEL-10993,DRV-047,2026-09-02 10:40:00,15122,Refused,Yes,15.6,15.83
DEL-10871,DRV-043,2026-09-02 10:41:00,11156,Refused,No,7.78,8.16
DEL-10732,DRV-011,2026-09-02 10:41:00,22893,Refused,Yes,19.69,20.55
DEL-10921,DRV-045,2026-09-02 10:41:00,3911,Accepted,Yes,13.64,14.08
DEL-10656,DRV-044,2026-09-02 10:41:00,1334,N/A,No,3.66,3.84
DEL-10987,DRV-021,2026-09-02 10:41:00,6361,Refused,Yes,9.57,10.0
DEL-10844,DRV-049,2026-09-02 10:41:00,9683,Refused,Yes,18.4,19.14
DEL-10808,DRV-024,2026-09-02 10:42:00,23360,N/A,No,17.62,17.96
DEL-10730,DRV-035,2026-09-02 10:43:00,14340,Accepted,Yes,6.43,6.5
DEL-10884,DRV-018,2026-09-02 10:43:00,16621,Accepted,No,14.31,14.46
DEL-10744,DRV-037,2026-09-02 10:43:00,2888,N/A,No,11.45,11.81
DEL-10947,DRV-029,2026-09-02 10:44:00,8150,Accepted,No,1.85,1.88
DEL-10686,DRV-007,2026-09-02 10:44:00,20455,Accepted,No,10.46,10.91
DEL-10676,DRV-044,2026-09-02 10:44:00,11730,Refused,No,19.91,20.71
DEL-10847,DRV-030,2026-09-02 10:45:00,775,Accepted,Yes,7.0,7.18
DEL-10826,DRV-024,2026-09-02 10:45:00,509,Accepted,Yes,5.55,5.83
DEL-10875,DRV-031,2026-09-02 10:45:00,3434,Refused,No,11.25,11.53
DEL-10961,DRV-033,2026-09-02 10:45:00,2531,N/A,No,6.24,6.52
DEL-10672,DRV-013,2026-09-02 10:46:00,961,Refused,Yes,14.88,15.04
DEL-10683,DRV-041,2026-09-02 10:46:00,14291,N/A,Yes,1.18,1.22
DEL-10797,DRV-003,2026-09-02 10:46:00,19910,Accepted,Yes,3.43,3.55
DEL-10758,DRV-037,2026-09-02 10:47:00,8975,Refused,No,16.61,17.08
DEL-10753,DRV-011,2026-09-02 10:47:00,18128,N/A,Yes,19.46,20.14
DEL-10866,DRV-048,2026-09-02 10:47:00,3123,Accepted,Yes,14.31,14.68
DEL-10898,DRV-010,2026-09-02 10:47:00,3432,Accepted,Yes,8.06,8.3
DEL-10700,DRV-050,2026-09-02 10:48:00,1444,N/A,Yes,7.81,8.04
DEL-10705,DRV-036,2026-09-02 10:48:00,20583,Accepted,Yes,17.95,18.59
DEL-10759,DRV-026,2026-09-02 10:48:00,1053,Refused,Yes,9.23,9.52
DEL-10959,DRV-034,2026-09-02 10:49:00,16554,Refused,Yes,6.79,6.86
DEL-10691,DRV-042,2026-09-02 10:49:00,10200,Refused,No,5.39,5.45
DEL-10793,DRV-009,2026-09-02 10:49:00,8036,Accepted,No,9.36,9.53
DEL-10957,DRV-032,2026-09-02 10:49:00,17918,Accepted,Yes,17.47,17.78
DEL-10958,DRV-030,2026-09-02 10:49:00,23846,Accepted,Yes,11.65,15.36
DEL-10764,DRV-026,2026-09-02 10:50:00,18382,Refused,Yes,16.14,16.49
DEL-10905,DRV-039,2026-09-02 10:50:00,16926,Refused,Yes,18.38,18.95
DEL-10882,DRV-048,2026-09-02 10:52:00,9308,Refused,Yes,11.11,11.6
DEL-10856,DRV-011,2026-09-02 10:52:00,8832,Refused,Yes,2.14,2.2
DEL-10738,DRV-041,2026-09-02 10:52:00,21721,Refused,Yes,14.39,14.98
DEL-10909,DRV-043,2026-09-02 10:53:00,13197,Accepted,No,19.38,20.17
DEL-10785,DRV-037,2026-09-02 10:53:00,22107,Accepted,No,19.03,19.94
DEL-10933,DRV-045,2026-09-02 10:53:00,3624,N/A,No,14.35,14.51
DEL-10697,DRV-042,2026-09-02 10:53:00,5965,Accepted,Yes,17.84,18.52
DEL-10708,DRV-036,2026-09-02 10:54:00,13714,Accepted,Yes,13.22,13.59
DEL-10862,DRV-040,2026-09-02 10:54:00,2837,Accepted,Yes,11.86,12.14
DEL-10943,DRV-048,2026-09-02 10:54:00,8440,Accepted,No,10.96,11.41
DEL-10995,DRV-032,2026-09-02 10:54:00,18309,Accepted,No,17.25,17.59
DEL-10781,DRV-035,2026-09-02 10:54:00,18184,Refused,Yes,17.99,18.43
DEL-10848,DRV-007,2026-09-02 10:55:00,20579,Refused,Yes,7.18,8.57
DEL-10991,DRV-025,2026-09-02 10:55:00,6099,Refused,Yes,1.83,1.86
DEL-10845,DRV-009,2026-09-02 10:56:00,18410,Refused,Yes,2.03,2.09
DEL-10889,DRV-049,2026-09-02 10:56:00,2336,Refused,No,19.08,19.33
DEL-10719,DRV-044,2026-09-02 10:56:00,15262,Refused,Yes,12.19,12.78
DEL-10953,DRV-043,2026-09-02 10:56:00,8870,Accepted,Yes,11.01,11.25
DEL-10877,DRV-031,2026-09-02 10:56:00,23036,Refused,No,11.17,11.42
DEL-10978,DRV-029,2026-09-02 10:57:00,16554,N/A,No,17.48,18.26
DEL-10900,DRV-010,2026-09-02 10:58:00,4019,Accepted,No,14.33,14.61
DEL-10843,DRV-024,2026-09-02 10:58:00,16633,N/A,No,12.79,13.17
DEL-10779,DRV-041,2026-09-02 10:58:00,2970,Accepted,Yes,2.45,2.55
DEL-10687,DRV-013,2026-09-02 10:59:00,13926,Refused,Yes,7.8,7.89
DEL-10798,DRV-003,2026-09-02 10:59:00,5312,Accepted,Yes,17.93,18.29
DEL-10702,DRV-042,2026-09-02 11:00:00,23587,N/A,Yes,6.97,7.31
DEL-10827,DRV-050,2026-09-02 11:01:00,22443,Refused,No,8.59,8.88
DEL-10908,DRV-040,2026-09-02 11:02:00,20822,Accepted,No,17.28,17.95
DEL-10954,DRV-045,2026-09-02 11:02:00,2239,Refused,Yes,12.74,12.9
DEL-10971,DRV-048,2026-09-02 11:02:00,24138,Refused,Yes,18.74,19.04
DEL-10880,DRV-011,2026-09-02 11:02:00,21667,Refused,No,14.58,14.85
DEL-10817,DRV-026,2026-09-02 11:04:00,22103,Accepted,Yes,14.98,15.4
DEL-10890,DRV-031,2026-09-02 11:04:00,8694,Refused,Yes,4.45,4.52
DEL-10949,DRV-040,2026-09-02 11:04:00,9926,Accepted,No,18.61,19.31
DEL-10927,DRV-039,2026-09-02 11:05:00,4926,Refused,Yes,1.31,1.34
DEL-10974,DRV-045,2026-09-02 11:05:00,4893,N/A,No,15.82,16.43
DEL-10822,DRV-003,2026-09-02 11:05:00,13628,N/A,No,14.77,15.34
DEL-10727,DRV-044,2026-09-02 11:05:00,23778,N/A,Yes,3.52,3.63
DEL-10981,DRV-029,2026-09-02 11:05:00,1889,Accepted,No,9.68,10.16
DEL-10886,DRV-009,2026-09-02 11:06:00,24325,Accepted,Yes,14.59,14.79
DEL-10867,DRV-007,2026-09-02 11:06:00,16005,N/A,Yes,2.21,2.23
DEL-10910,DRV-010,2026-09-02 11:06:00,11070,Refused,No,12.65,12.83
DEL-10790,DRV-037,2026-09-02 11:07:00,21919,Refused,No,4.3,4.44
DEL-10806,DRV-035,2026-09-02 11:07:00,4350,Accepted,No,10.56,10.94
DEL-10918,DRV-007,2026-09-02 11:08:00,8069,N/A,No,2.92,2.97
DEL-10878,DRV-050,2026-09-02 11:08:00,10098,N/A,Yes,9.18,9.56
DEL-10846,DRV-026,2026-09-02 11:08:00,6227,Refused,Yes,17.35,18.01
DEL-10997,DRV-039,2026-09-02 11:08:00,18435,Refused,Yes,1.12,1.13
DEL-10711,DRV-036,2026-09-02 11:08:00,3478,N/A,No,11.43,11.95
DEL-10955,DRV-043,2026-09-02 11:09:00,22130,Refused,Yes,6.15,6.22
DEL-10952,DRV-040,2026-09-02 11:10:00,5131,N/A,Yes,14.87,15.24
DEL-10749,DRV-042,2026-09-02 11:10:00,20853,Accepted,Yes,12.66,13.13
DEL-10970,DRV-010,2026-09-02 11:10:00,10942,Refused,No,14.81,15.14
DEL-10975,DRV-024,2026-09-02 11:11:00,13196,Refused,No,4.5,4.57
DEL-10803,DRV-044,2026-09-02 11:11:00,23687,Refused,Yes,7.51,7.65
